文献,矿名,份,市/县,岩性,密度（kg*m3）,体积模量（Gpa）,剪切模量/GPa,内聚力（MPa）,内摩擦角,抗拉强度（MPa）,抗压强度/MPa,弹性模量（Gpa）,泊松比,埋深,厚度,,,,,
倾斜煤层厚硬顶板切顶留巷关键参数优化研究,长城六矿,内蒙古,,碳质泥岩,2650,,,,32,2.5,26.14,6.58,,376.54,3.76,,,,,
倾斜煤层厚硬顶板切顶留巷关键参数优化研究,长城六矿,内蒙古,,煤层,1376,,,,30,1.3,12.67,2.12,,380.3,4.5,,,,,
倾斜煤层厚硬顶板切顶留巷关键参数优化研究,长城六矿,内蒙古,,粉砂岩,2618,,,,47,4.1,53.3,25.4,,384.8,8.12,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,六盘水,10煤,1500,,,1.54,30,,18.3,13,,460,1.1,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,泥质粉砂岩,1900,,,12.6,39,,34.9,17.6,,461.1,4,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,细砂岩,2400,,,4.5,40,,50,19.2,,465.1,19.6,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,煤,1500,,,1.54,30,,18.3,13,,484.7,2.7,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,泥岩,1700,,,1.6,38.5,,25.7,10.8,,487.4,2.5,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,12煤,1500,,,1.54,30,,18.3,13,,489.9,2.8,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,泥岩,1700,,,1.6,38.5,,25.7,10.8,,492.7,13,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,13-2煤,1500,,,1.54,30,,18.3,13,,505.7,3,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,泥质粉砂岩,1900,,,12.6,39,,34.9,17.6,,508.7,1,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,粉砂质泥岩,2500,,,3.5,32,,23,15.5,,509.7,4.5,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,15煤,1500,,,1.54,30,,18.3,13,,514.2,2,,,,,
煤层群采动下围岩应力演化规律及协同控制技术研究,土城矿,贵州,,下三角,1900,,,12.6,39,,34.9,17.6,,516.2,4.5,,,,,
近距离煤层开采风化岩体载荷传递效应及失稳特征研究,库车矿区,新疆,库拜煤田,松散层,1800,,,0.02,15,0.002,,0.1,0.35,0,180.57,,,,,
近距离煤层开采风化岩体载荷传递效应及失稳特征研究,库车矿区,新疆,,风化带,2000,,,0.1,20,0.05,,4,0.32,180.57,26.01,,,,,
近距离煤层开采风化岩体载荷传递效应及失稳特征研究,库车矿区,新疆,,砂砾岩,2600,,,4.8,35,1.82,,20,0.28,206.58,78.33,,,,,
近距离煤层开采风化岩体载荷传递效应及失稳特征研究,库车矿区,新疆,,泥岩,2650,,,1.9,25,2.42,,11,0.3,212.62,3.51,,,,,
近距离煤层开采风化岩体载荷传递效应及失稳特征研究,库车矿区,新疆,,砂质泥岩,2000,,,1.2,27,1.7,,4,0.34,71.5,57.31,,,,,
近距离煤层开采风化岩体载荷传递效应及失稳特征研究,库车矿区,新疆,,粗砂岩,2600,,,2.12,34,5.6,,20,0.35,199.97,,,,,,
近距离煤层开采风化岩体载荷传递效应及失稳特征研究,库车矿区,新疆,,中砂岩,2570,,,3.36,38,6.4,,16,0.33,165.85,,,,,,
近距离煤层开采风化岩体载荷传递效应及失稳特征研究,库车矿区,新疆,,细砂岩,2635,,,0.3,34,5.5,,14,0.35,210,,,,,,
近距离煤层开采风化岩体载荷传递效应及失稳特征研究,库车矿区,新疆,,1#、5#煤,1400,,,0.6,24,0.3,,2,0.33,239.31,,,,,,
近距离煤层下行采动应力场分布规律与巷道合理位置方法研究,新柳煤矿,山西,吕梁市,煤层,1560,1.25,1.07,2.1,30,1.65,,,,240,,,,,,
近距离煤层下行采动应力场分布规律与巷道合理位置方法研究,新柳煤矿,山西,,砂岩,2760,3.52,2.3,6.21,42,5,,,,240,,,,,,
近距离煤层下行采动应力场分布规律与巷道合理位置方法研究,新柳煤矿,山西,,泥岩,2150,3.15,1.9,3.52,31,2.31,,,,240,,,,,,
近距离煤层下行采动应力场分布规律与巷道合理位置方法研究,新柳煤矿,山西,,石灰岩,2380,6.24,3.02,3.14,42,3.9,,,,240,,,,,,
芦子沟矿厚煤层沿空掘巷窄煤柱宽度优化及应用,芦子沟煤矿,山西,怀仁县,砂质泥岩,2500,2.6,2.4,7.2,40,5,,,,319.5,2,,,,,
芦子沟矿厚煤层沿空掘巷窄煤柱宽度优化及应用,芦子沟煤矿,山西,,3#煤,1550,0.72,0.54,2.5,28,0.6,,,,321.5,2,,,,,
芦子沟矿厚煤层沿空掘巷窄煤柱宽度优化及应用,芦子沟煤矿,山西,,高岭质泥岩,2500,1.5,1.4,3.5,30,2.3,,,,323.5,3,,,,,
芦子沟矿厚煤层沿空掘巷窄煤柱宽度优化及应用,芦子沟煤矿,山西,,5#煤,1550,0.72,0.54,2.5,28,0.6,,,,326.5,2,,,,,
芦子沟矿厚煤层沿空掘巷窄煤柱宽度优化及应用,芦子沟煤矿,山西,,粉砂岩,2500,1.5,1.4,3.5,40,2.5,,,,328.5,23.5,,,,,
芦子沟矿厚煤层沿空掘巷窄煤柱宽度优化及应用,芦子沟煤矿,山西,,粗砂岩,2500,0.45,0.21,1,35,0.1,,,,352,8,,,,,
芦子沟矿厚煤层沿空掘巷窄煤柱宽度优化及应用,芦子沟煤矿,山西,,砂质泥岩,2500,2.6,2.4,7.2,40,5,,,,360,5,,,,,
芦子沟矿厚煤层沿空掘巷窄煤柱宽度优化及应用,芦子沟煤矿,山西,,8#煤,1550,0.72,0.54,2.5,28,0.6,,,,365,4.5,,,,,
芦子沟矿厚煤层沿空掘巷窄煤柱宽度优化及应用,芦子沟煤矿,山西,,高岭质泥岩,2500,1.5,1.4,3.5,30,2.3,,,,369.5,1.5,,,,,
芦子沟矿厚煤层沿空掘巷窄煤柱宽度优化及应用,芦子沟煤矿,山西,,粉砂岩,2500,1.5,1.4,3.5,40,2.5,,,,371,6,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,砂质泥岩,2500,66.62,26.35,18,39,3.8,,,,771.5,5,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,细砂岩,2700,78.84,24.44,25,43,3.2,,,,776.5,2,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,铝质泥岩,2500,70.62,28.35,16,37,3.8,,,,778.5,5,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,砂质泥岩,2500,66.62,26.35,18,34,3.8,,,,783.5,8,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,粉砂岩,2355,70.92,26.55,14,39,3.8,,,,791.5,7,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,砂质泥岩,2500,66.62,26.35,16,34,3.1,,,,798.5,4,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,泥岩,2250,54.39,22.27,19,30,3.8,,,,802.5,3,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,粉砂岩,2700,78.84,24.44,25,41,3.2,,,,805.5,6,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,细砂岩,2355,62.92,26.55,1.04,27,1.1,,,,811.5,6,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,煤,1450,10.55,10.54,0.8,16,0.8,,,,817.5,2,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,粉砂岩,2355,62.92,26.55,1.24,35,1.1,,,,819.5,4,,,,,
小断层影响下的采空区瓦斯运移规律研究,河南某矿,河南,,细砂岩,2700,78.84,24.44,25,41,1.2,,,,823.5,8,,,,,
顶板水平井分段分簇压裂治理掘进巷道瓦斯模式研究,淮南矿区,安徽,,细粒砂岩,2540,,,,,4.5,,20,0.23,800,6,,,,,
顶板水平井分段分簇压裂治理掘进巷道瓦斯模式研究,淮南矿区,安徽,,粉砂岩,2050,,,,,2.42,,15.5,0.25,800,3,,,,,
顶板水平井分段分簇压裂治理掘进巷道瓦斯模式研究,淮南矿区,安徽,,泥岩,1850,,,,,1.75,,11.8,0.28,800,1,,,,,
顶板水平井分段分簇压裂治理掘进巷道瓦斯模式研究,淮南矿区,安徽,,煤层,1350,,,,,0.5,,5.1,0.33,800,6,,,,,
顶板水平井分段分簇压裂治理掘进巷道瓦斯模式研究,淮南矿区,安徽,,泥岩,1850,,,,,1.75,,11.8,0.28,800,4,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,松散层,2000,0.057,0.65,0.12,18,0.02,,,,0,572.1,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,中砂岩,2750,9.35,2.3,3.52,30,2.6,,,,572.1,25.05,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,细砂岩,2250,9.26,2.25,3.5,28,2.5,,,,597.15,24.35,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,泥岩,2500,9.48,1.1,3.5,38,3.1,,,,621.5,32.95,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,细砂岩,2250,9.42,2.23,2.25,30,2,,,,654.45,24.45,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,泥岩,2450,9.2,1.6,2.6,30,3.3,,,,678.9,10.15,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,细砂岩,2270,9.58,2.5,2.5,32,2.2,,,,689.05,25.5,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,泥岩,2400,9.4,1,1.2,36,3.5,,,,714.55,60.25,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,细砂岩,2300,9.24,2.23,2.13,30,8,,,,774.8,14.9,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,粉砂岩,2300,9.12,2.3,2.25,30,9.1,,,,789.7,17.03,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,煤,1500,0.46,0.87,2,25,2,,,,806.73,3.25,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,泥岩,2400,9.16,2.12,1.25,37,2.5,,,,809.98,36.2,,,,,
厚松散层薄基岩下开采地表变形规律—以鲁南矿区为例,鲁南矿区,山东,,粉砂岩,2300,9.32,2.1,2.6,32,2.4,,,,846.18,,,,,,
关键柱柱旁双侧充填遗留煤柱链式失稳防控效果研究,元宝湾煤矿,山西,山阴县,粉砂岩,2420,2.7,4.1,3.25,32,2.1,,,,135,,,,,,
关键柱柱旁双侧充填遗留煤柱链式失稳防控效果研究,元宝湾煤矿,山西,,细砂岩,2500,11.8,8,4.5,38,1.8,,,,140,,,,,,
关键柱柱旁双侧充填遗留煤柱链式失稳防控效果研究,元宝湾煤矿,山西,,粗砂岩,2480,5.6,5.6,3,33,1.7,,,,145,,,,,,
关键柱柱旁双侧充填遗留煤柱链式失稳防控效果研究,元宝湾煤矿,山西,,煤层,1400,6,4.8,1.81,28,0.9,,,,150,,,,,,
关键柱柱旁双侧充填遗留煤柱链式失稳防控效果研究,元宝湾煤矿,山西,,泥岩,2450,8.3,6.4,1.8,28,1.6,,,,155,,,,,,
关键柱柱旁双侧充填遗留煤柱链式失稳防控效果研究,元宝湾煤矿,山西,,砂质泥岩,2550,13,7.2,4,35,1.65,,,,160,,,,,,
采动应力偏转诱发回采巷道顶板断层活化风险评估,瑞能煤矿,陕西,延安市,黄土,2580,6.05,5.65,3.51,35,2.83,,,,0,,,,,,
采动应力偏转诱发回采巷道顶板断层活化风险评估,瑞能煤矿,陕西,,细粒砂岩,2572,5.75,5.37,3.45,31,1.31,,,,77,,,,,,
采动应力偏转诱发回采巷道顶板断层活化风险评估,瑞能煤矿,陕西,,砂质泥岩,2564,5.05,5.15,3.25,30,1.93,,,,77,,,,,,
采动应力偏转诱发回采巷道顶板断层活化风险评估,瑞能煤矿,陕西,,泥岩,2540,4.95,4.3,1.09,17,1.9,,,,77,15,,,,,
采动应力偏转诱发回采巷道顶板断层活化风险评估,瑞能煤矿,陕西,,煤,1450,2.41,1.63,0.85,20,0.47,,,,92,5,,,,,
采动应力偏转诱发回采巷道顶板断层活化风险评估,瑞能煤矿,陕西,,泥岩,2532,5.25,4.38,1.16,17,1.26,,,,97,3,,,,,
采动应力偏转诱发回采巷道顶板断层活化风险评估,瑞能煤矿,陕西,,砂质泥岩,2560,5.25,5.35,3.45,35,2.5,,,,100,2.5,,,,,
贵州发耳煤矿二次回采切顶卸压机制及矿压演化规律,发耳煤矿,贵州,水城县,粉砂质泥岩,2040,4.02,2.89,4,38,5.1,,,,190,5.2,,,,,
贵州发耳煤矿二次回采切顶卸压机制及矿压演化规律,发耳煤矿,贵州,,泥岩,2580,6.78,5.17,9.9,34,6.8,,,,195.2,0.25,,,,,
贵州发耳煤矿二次回采切顶卸压机制及矿压演化规律,发耳煤矿,贵州,,细砂岩,2650,7.43,6.78,11,40,7.5,,,,195.45,6.35,,,,,
贵州发耳煤矿二次回采切顶卸压机制及矿压演化规律,发耳煤矿,贵州,,泥质粉砂岩,2300,5.38,2.26,5.7,25,3.9,,,,201.8,4.1,,,,,
贵州发耳煤矿二次回采切顶卸压机制及矿压演化规律,发耳煤矿,贵州,,粉砂岩,2750,6.78,5.17,9.9,34,6.8,,,,205.9,3.1,,,,,
贵州发耳煤矿二次回采切顶卸压机制及矿压演化规律,发耳煤矿,贵州,,煤 ,1500,1.07,0.64,1,23,1,,,,209,1.5,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,济宁市,砾岩,,8.3,5.7,9.5,41,8.5,,,,470,17,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,细粒砂岩,,8.3,3.9,7,40,6,,,,487,14,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,泥岩,,5.1,2.8,4,35,2.5,,,,501,24,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,细粒砂岩,,7.9,3.9,7,40,5.5,,,,525,19,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,粉砂岩,,8.7,4.7,8.5,42,7.5,,,,544,24,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,泥岩,,6.4,2.4,4.5,34,2.5,,,,568,28,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,泥岩砂岩互层,,6.4,3.3,5.5,36,4,,,,596,22,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,细粒砂岩,,10.5,6.9,15,42,13.5,,,,618,42,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,煤,,4.4,2,2.5,30,1.5,,,,660,3.5,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,粉砂岩,,9.8,5.1,8.5,41,7.5,,,,663.5,8,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,泥岩,,6,2.5,4.5,35,3,,,,671.5,7,,,,,
充填弱化坚硬覆岩冲击地压灾害机制研究,济三煤矿,山东,,细砂岩,,0.72,0.39,7,41,5.5,,,,678.5,7,,,,,
弱胶结含厚砾岩层覆岩联动失稳机制及矿压调控研究,红庆梁煤矿,内蒙古,鄂尔多斯市,粗砂岩,2619,1.82,0.91,1.35,29,2.43,,,,140,156,,,,,
弱胶结含厚砾岩层覆岩联动失稳机制及矿压调控研究,红庆梁煤矿,内蒙古,,中砂岩,2672,1.96,1.08,1.95,29,3.34,,,,296,118,,,,,
弱胶结含厚砾岩层覆岩联动失稳机制及矿压调控研究,红庆梁煤矿,内蒙古,,砾岩,2715,3.14,1.62,3.83,31,4.5,,,,414,36,,,,,
弱胶结含厚砾岩层覆岩联动失稳机制及矿压调控研究,红庆梁煤矿,内蒙古,,砂质泥岩,2645,1.75,0.8,1.43,28,1.79,,,,450,25,,,,,
弱胶结含厚砾岩层覆岩联动失稳机制及矿压调控研究,红庆梁煤矿,内蒙古,,煤,1440,1.95,0.95,2.51,35,2.08,,,,475,4,,,,,
弱胶结含厚砾岩层覆岩联动失稳机制及矿压调控研究,红庆梁煤矿,内蒙古,,砂质泥岩,2643,1.73,0.8,1.43,28,1.86,,,,479,20,,,,,
双巷掘进留窄小煤柱布置方式及围岩稳定性控制技术,翟镇煤矿,山东,新泰市,砂岩互层,,,,4.82,29.8,3.92,,5.34,0.27,600,,,,,,
双巷掘进留窄小煤柱布置方式及围岩稳定性控制技术,翟镇煤矿,山东,,四灰,,,,5.83,32.5,4.12,,5.66,0.28,600,,,,,,
双巷掘进留窄小煤柱布置方式及围岩稳定性控制技术,翟镇煤矿,山东,,粉砂岩,,,,6.9,38.2,4.34,,8.45,0.32,600,,,,,,
双巷掘进留窄小煤柱布置方式及围岩稳定性控制技术,翟镇煤矿,山东,,泥灰岩,,,,3.86,30.8,3.68,,4.91,0.28,600,,,,,,
双巷掘进留窄小煤柱布置方式及围岩稳定性控制技术,翟镇煤矿,山东,,黏土岩,,,,4.2,30.2,3.46,,4.15,0.29,600,,,,,,
双巷掘进留窄小煤柱布置方式及围岩稳定性控制技术,翟镇煤矿,山东,,煤,,,,2.28,25.2,1.25,,2.89,0.27,600,,,,,,
急倾斜巨厚煤层开采深度影响的覆岩能量演化规律研究,乌东煤矿,新疆,乌鲁木齐市,炭质泥岩,2131,,,3.59,25.98,2.18,19.7,1.22,0.24,450,,,,,,
急倾斜巨厚煤层开采深度影响的覆岩能量演化规律研究,乌东煤矿,新疆,,泥岩,2132,,,3.63,26.7,1.52,18.4,1.22,0.29,450,,,,,,
急倾斜巨厚煤层开采深度影响的覆岩能量演化规律研究,乌东煤矿,新疆,,灰质泥岩,2423,,,3.24,29.3,1.46,18.4,1.15,0.28,450,,,,,,
急倾斜巨厚煤层开采深度影响的覆岩能量演化规律研究,乌东煤矿,新疆,,B3+6 煤,1300,,,2.4,25.9,1.73,16.6,1.69,0.23,450,,,,,,
急倾斜巨厚煤层开采深度影响的覆岩能量演化规律研究,乌东煤矿,新疆,,细粒砂岩,2483,,,3.93,32.3,2.39,25.3,1.34,0.23,450,,,,,,
急倾斜巨厚煤层开采深度影响的覆岩能量演化规律研究,乌东煤矿,新疆,,B1+2 煤,1253,,,1.71,23.7,1.73,15.9,1.69,0.23,450,,,,,,
急倾斜巨厚煤层开采深度影响的覆岩能量演化规律研究,乌东煤矿,新疆,,粉砂岩,2768,,,3.6,37,3.83,31.2,1.3,0.21,450,,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,唐山市,粉砂岩,2700,11.4,9.5,4.8,41,2.1,,,,554.5,5.7,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,5煤,1340,5.3,3.2,1.2,28,0.4,,,,560.2,2.9,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,粉砂岩,2650,11.9,8.2,4.2,38,2.1,,,,563.1,2.9,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,粉砂岩,2720,10,8.1,3.6,35,1.7,,,,566,9.1,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,粉砂岩,2760,10.9,8.7,3.9,37,1.9,,,,575.1,7.4,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,中细砂岩,2720,8.9,6.2,2.6,32,0.9,,,,582.5,4,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,粉砂岩,2720,10.4,8.5,3.8,36,1.9,,,,586.5,3.3,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,粉砂岩,2720,10.8,8.7,3.7,37,2,,,,589.8,4.2,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,中细砂岩,2720,8.9,6.2,2.6,32,0.9,,,,594,4.9,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,粉砂岩,2720,9.6,6.1,3.1,33,1.5,,,,598.9,6.5,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,8煤、9煤,1400,5.3,3.2,1.2,28,0.4,,,,605.4,10.5,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,粉砂岩,2720,10.4,8.5,3.8,36,1.9,,,,615.9,3.2,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,细砂岩,2550,12.6,10.7,4.5,40,2.5,,,,619.1,3.3,,,,,
负煤柱长壁工作面底板应力分布及破坏特征,唐山矿,河北,,粉砂岩,2760,12.3,10.5,4.4,43,2.4,,,,622.4,4.8,,,,,
不稳定厚煤层回采巷道极软顶板破坏规律及分级控制,敏东一矿,内蒙古,呼伦贝尔,泥岩,1730,2.2,3.1,2,25,,,,,300,,,,,,
不稳定厚煤层回采巷道极软顶板破坏规律及分级控制,敏东一矿,内蒙古,,砂质泥岩,1990,2.6,3.5,4,30,,,,,300,,,,,,
不稳定厚煤层回采巷道极软顶板破坏规律及分级控制,敏东一矿,内蒙古,,炭质泥岩,1790,2.5,4,1.8,24,,,,,300,,,,,,
不稳定厚煤层回采巷道极软顶板破坏规律及分级控制,敏东一矿,内蒙古,,煤,1900,3.2,3.5,4,28,,,,,300,,,,,,
不稳定厚煤层回采巷道极软顶板破坏规律及分级控制,敏东一矿,内蒙古,,细粒砂岩,2300,3.4,4,5,30,,,,,300,,,,,,
采动覆岩裂隙与渗流分形演化规律及工程应用,阳泉矿区,山西,沁水煤田,石灰岩,2680,5.92,4.65,5.33,38,2.2,,,,520,,,,,,
采动覆岩裂隙与渗流分形演化规律及工程应用,阳泉矿区,山西,,砂质泥岩,2500,1.61,1.26,2.1,36,1.7,,,,520,,,,,,
采动覆岩裂隙与渗流分形演化规律及工程应用,阳泉矿区,山西,,细粒砂岩,2660,5.91,4.62,5,38,2,,,,520,,,,,,
采动覆岩裂隙与渗流分形演化规律及工程应用,阳泉矿区,山西,,煤,1400,1.9,0.37,2.18,26,0.73,,,,520,,,,,,
采动覆岩裂隙与渗流分形演化规律及工程应用,阳泉矿区,山西,,泥岩,2300,1.61,1.26,3.5,34,0.06,,,,520,,,,,,
采动覆岩裂隙与渗流分形演化规律及工程应用,阳泉矿区,山西,,粉砂岩,2640,2.02,1.71,4.1,33,0.86,,,,520,,,,,,
采动覆岩裂隙与渗流分形演化规律及工程应用,阳泉矿区,山西,,中粒砂岩,2610,5.83,4.38,5,38,0.97,,,,520,,,,,,
采动覆岩裂隙与渗流分形演化规律及工程应用,阳泉矿区,山西,,粗粒砂岩,2600,4,3,23.5,38,1.9,,,,520,,,,,,
采动覆岩裂隙与渗流分形演化规律及工程应用,阳泉矿区,山西,,铝质泥岩,2700,14.8,10.2,8.25,34,5.14,,,,520,,,,,,
厚松散层下三软煤层开采覆岩导水裂隙发育规律,安阳煤矿,河南,安阳市,黄土层,1600,0.48,0.3,0.1,20,0.1,,,,0,158.66,,,,,
厚松散层下三软煤层开采覆岩导水裂隙发育规律,安阳煤矿,河南,,砂质泥岩,2000,3.07,1.84,1.6,2,0.95,,,,158.66,25.07,,,,,
厚松散层下三软煤层开采覆岩导水裂隙发育规律,安阳煤矿,河南,,粗砂岩,2530,7.3,5.27,4.14,32,3.27,,,,183.73,7.8,,,,,
厚松散层下三软煤层开采覆岩导水裂隙发育规律,安阳煤矿,河南,,粉砂岩,2450,4.8,3.37,1.97,32,1.34,,,,191.53,5.5,,,,,
厚松散层下三软煤层开采覆岩导水裂隙发育规律,安阳煤矿,河南,,细砂岩,2460,5.6,4.38,2.91,24,1.37,,,,197.03,8.5,,,,,
厚松散层下三软煤层开采覆岩导水裂隙发育规律,安阳煤矿,河南,,中砂岩,2450,6.3,4.47,3.2,33,2.56,,,,205.53,6.7,,,,,
厚松散层下三软煤层开采覆岩导水裂隙发育规律,安阳煤矿,河南,,4煤,1320,1.46,0.45,0.5,25,0.5,,,,385.1,1,,,,,
厚松散层下三软煤层开采覆岩导水裂隙发育规律,安阳煤矿,河南,,石英砂岩,2530,7.3,5.27,4.14,32,3.27,,,,386.1,8.06,,,,,
近距离强冲击倾向性煤层上行开采覆岩结构演化特征及其稳定性研究,宽沟煤矿,新疆,呼图壁县,砂砾岩,2532,14.17,8.5,16.22,,2.33,,,,420,,,,,,
近距离强冲击倾向性煤层上行开采覆岩结构演化特征及其稳定性研究,宽沟煤矿,新疆,,泥岩,2533,7.42,3.83,4.39,,2.28,,,,420,,,,,,
近距离强冲击倾向性煤层上行开采覆岩结构演化特征及其稳定性研究,宽沟煤矿,新疆,,细砂岩,2631,19.57,14.07,21.38,,3.17,,,,420,,,,,,
