文献,矿名,份,市/县,岩性,密度（kg*m3）,体积模量（Gpa）,剪切模量/GPa,内聚力（MPa）,内摩擦角,抗拉强度（MPa）,抗压强度/MPa,弹性模量（Gpa）,泊松比,埋深,厚度,,,,,
采空区下近距离特厚煤层回采巷道失稳机理及其控制,孙家沟煤矿,山西,,砂质泥岩,2700,7.2,4.2,7.5,35,1.9,,,,250,,,,,,
煤层覆岩采动裂隙应力－渗流耦合模型及涌水量预测,招贤煤矿,陕西,宝鸡市,细砂岩,,3.64,2.08,0.49,41.31,0.29,,,,547.5,,,,,,
煤层覆岩采动裂隙应力－渗流耦合模型及涌水量预测,招贤煤矿,陕西,,粉砂岩,,6.1,3.84,1.01,32.41,0.21,,,,547.5,,,,,,
煤层覆岩采动裂隙应力－渗流耦合模型及涌水量预测,招贤煤矿,陕西,,中砾岩,,30.25,21.75,5.99,36.3,2.2,,,,547.5,,,,,,
煤层覆岩采动裂隙应力－渗流耦合模型及涌水量预测,招贤煤矿,陕西,,粉砂岩泥岩互层,,5.04,3.96,1.61,31.36,0.42,,,,547.5,,,,,,
煤层覆岩采动裂隙应力－渗流耦合模型及涌水量预测,招贤煤矿,陕西,,细砂岩泥岩互层,,5.28,4.08,1.38,30.71,0.56,,,,547.5,,,,,,
煤层覆岩采动裂隙应力－渗流耦合模型及涌水量预测,招贤煤矿,陕西,,粗砂岩泥岩互层,,5.41,4.12,1.94,29.71,0.48,,,,547.5,,,,,,
煤层覆岩采动裂隙应力－渗流耦合模型及涌水量预测,招贤煤矿,陕西,,泥岩细砂岩互层,,7.19,4.95,3.47,32.73,0.34,,,,547.5,,,,,,
煤层覆岩采动裂隙应力－渗流耦合模型及涌水量预测,招贤煤矿,陕西,,煤,,4.3,2.34,3.2,34.48,0.74,,,,547.5,,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,邢台市,中细砂岩,2390,28.45,18.82,8.8,32,8.5,,,,195.5,9,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,粉砂岩,2410,28.33,18.2,9.6,32,9,,,,186.5,15,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,9煤,1300,3.71,1.91,1,24,1.8,,,,171.5,6.5,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,大青石灰岩,2800,2.45,1.31,1.1,29,2.7,,,,165,5,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,泥岩,2430,4,2.1,1.7,28,2.2,,,,160,3,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,粉砂岩,2410,9.33,5.2,2.6,31,3.8,,,,157,10,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,粉细砂岩互层,2500,7.33,3.3,1,32,1.3,,,,147,6,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,中细砂岩,2410,12.45,7.11,2.5,36,4.2,,,,141,5,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,泥质粉砂岩,2410,7.33,4.2,1.5,31,2.2,,,,136,3,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,7煤,1300,3.71,1.91,1,24,1.1,,,,133,1,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,泥质粉砂岩,2410,7.33,4.2,1.5,31,2.1,,,,132,13,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,中砂岩,2410,16.45,9.81,4.5,34,5.9,,,,119,6,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,石灰岩,2800,14.45,8.91,5.2,35,6.5,,,,113,3,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,粉砂岩,2410,6.33,4.2,2.6,32,3,,,,110,8,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,中细砂岩,2410,15.45,8.81,4.5,36,6.2,,,,102,10,,,,,
厚松散层软弱覆岩下综放开采导水裂隙带发育高度,葛泉矿,河北,,表土层,1600,3.71,1.51,0.92,18,1.2,,,,0,102,,,,,
弱黏结复合顶板沿空留巷分级“控顶-卸压”机理与应用,龙滩矿,四川,广安市,砂质泥岩,2550,2.56,2.36,3.5,36,0.95,,,,400,,,,,,
弱黏结复合顶板沿空留巷分级“控顶-卸压”机理与应用,龙滩矿,四川,,炭质泥岩,2530,1.72,1.45,3.3,35,1.13,,,,400,,,,,,
弱黏结复合顶板沿空留巷分级“控顶-卸压”机理与应用,龙滩矿,四川,,粗砂岩,2550,4.2,3.9,4.5,40,2.8,,,,400,,,,,,
弱黏结复合顶板沿空留巷分级“控顶-卸压”机理与应用,龙滩矿,四川,,泥岩,2530,2.08,1.47,2.92,35,0.605,,,,400,,,,,,
弱黏结复合顶板沿空留巷分级“控顶-卸压”机理与应用,龙滩矿,四川,,K1煤,1730,2.12,0.93,3.25,30,0.35,,,,400,,,,,,
弱黏结复合顶板沿空留巷分级“控顶-卸压”机理与应用,龙滩矿,四川,,细砂岩,2030,3.91,2.5,3.65,38,2.65,,,,400,,,,,,
弱黏结复合顶板沿空留巷分级“控顶-卸压”机理与应用,龙滩矿,四川,,砂质泥岩,2550,2.56,2.36,3.5,36,0.95,,,,400,,,,,,
弱黏结复合顶板沿空留巷分级“控顶-卸压”机理与应用,龙滩矿,四川,,炭质泥岩,2530,1.72,1.45,3.3,35,1.13,,,,400,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,綦江区,石灰岩,2730,,,,,,,11.34,0.21,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,粉砂岩,2665,,,,,,,12.2,0.18,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,砂质泥岩,2510,,,,,,,5.43,0.15,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,M6煤层,1390,,,,,,,2.3,0.31,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,砂质泥岩,2530,,,,,,,10.85,0.15,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,石灰岩,2800,,,,,,,10.69,0.18,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,M7煤层,1370,,,,,,,3.15,0.3,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,砂质泥岩,2549,,,,,,,14.53,0.27,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,粉砂岩,2680,,,,,,,10.08,0.2,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,泥岩,2250,,,,,,,5.8,0.28,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,M8煤层,1420,,,,,,,2.4,0.29,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,泥岩,2437,,,,,,,6.9,0.23,300,,,,,,
煤系地层弹性波阶段性衰减特性分析,石壕煤矿,重庆,,细砂岩,2597,,,,,,,27,0.21,300,,,,,,
近距采空区下回采巷道非对称变形机理及控制对策,某矿,山西,,粉砂岩,2540,19,14.8,41.92,6.01,,27,,,230,,,,,,
近距采空区下回采巷道非对称变形机理及控制对策,某矿,山西,,细砂岩,2550,18.7,15.2,42.45,4.89,,18.9,,,230,,,,,,
近距采空区下回采巷道非对称变形机理及控制对策,某矿,山西,,泥岩,2300,12.4,8.79,31.73,3.59,,12.4,,,230,,,,,,
近距采空区下回采巷道非对称变形机理及控制对策,某矿,山西,,炭质泥岩,2300,22.4,7.47,34.9,2.3,,9.63,,,230,,,,,,
近距采空区下回采巷道非对称变形机理及控制对策,某矿,山西,,煤,1400,15.47,5.16,23.23,0.82,,4.59,,,230,,,,,,
近距采空区下回采巷道非对称变形机理及控制对策,某矿,山西,,砂质泥岩,2250,22.4,7.47,34.9,2.3,,10.5,,,230,,,,,,
近距采空区下回采巷道非对称变形机理及控制对策,某矿,山西,,粗砂岩,2600,18.9,14.2,41.3,5.52,,18.9,,,230,,,,,,
近距采空区下回采巷道非对称变形机理及控制对策,某矿,山西,,中砂岩,2550,19.3,15.2,42.5,6.76,,31.1,,,230,,,,,,
近距采空区下回采巷道非对称变形机理及控制对策,某矿,山西,,细砂岩,2500,22.93,8.79,31.73,5.86,,25.4,,,230,,,,,,
近距采空区下回采巷道非对称变形机理及控制对策,某矿,山西,,石灰岩,2600,18.6,13.9,39.8,5.78,,26.8,,,230,,,,,,
膏体充填综采台阶煤壁稳定性半凸力学分析,窑街三矿,甘肃,兰州市,泥岩,2600,6.8,3,1.6,28,2,,,,705,,,,,,
膏体充填综采台阶煤壁稳定性半凸力学分析,窑街三矿,甘肃,,1#煤,1500,1.83,0.85,1.45,42,1.1,,,,705,,,,,,
膏体充填综采台阶煤壁稳定性半凸力学分析,窑街三矿,甘肃,,细砂岩,2500,3.27,1.25,2.33,44,1.5,,,,705,,,,,,
膏体充填综采台阶煤壁稳定性半凸力学分析,窑街三矿,甘肃,,充填体,2300,1.1,0.78,1.76,35,2.3,,,,705,,,,,,
膏体充填综采台阶煤壁稳定性半凸力学分析,窑街三矿,甘肃,,2#煤,1500,1.98,0.87,2.6,45,1.2,,,,705,,,,,,
膏体充填综采台阶煤壁稳定性半凸力学分析,窑街三矿,甘肃,,砂岩,2600,8.8,6.2,9.9,35,4.5,,,,705,,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,鹤岗市,中砂岩,2780,9.3,9,8.3,42,2.75,,,,375.1,8.6,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,,粉砂岩,2750,7.3,7,6.9,37,1.75,,,,383.7,6.5,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,,细砂岩,2870,9.3,9,9.2,44,2.75,,,,390.2,6,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,,砂质泥岩,2580,6.5,4.2,3.5,27,1.45,,,,396.2,0.8,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,,细砂岩,2870,9.3,9,8.6,43,2.75,,,,397,1.4,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,,粉砂岩,2750,7.3,7,6.9,37,1.75,,,,398.4,0.8,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,,粉砂岩,2400,8.6,8.2,5.6,36,1.96,,,,399.2,0.8,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,,煤,1800,6.6,6.2,5.3,35,1.86,,,,400,2.1,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,,细砂岩,2870,9.3,9,8.6,43,2.75,,,,402.1,5.4,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,,泥岩,2500,4.2,4.1,3.5,27,1.45,,,,407.5,10.8,,,,,
含软弱夹层顶板采动巷道冒顶机理与控制方法,南山矿,河南,,粉砂岩,2750,7.3,7,6.9,37,1.75,,,,418.3,2.8,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,太原市,细砂岩,2653,,,10.87,39.1,,,,,415.83,3.8,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,砂质泥岩,2462,,,6.12,34.2,,,,,419.63,8.47,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,粗-细砂岩,2510,,,6.84,39.5,,,,,428.1,6.29,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,砂质泥岩,2435,,,4.52,34.2,,,,,434.39,5.47,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,泥岩,2315,,,4.82,34.9,,,,,439.86,3.29,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,粉砂岩,2620,,,10.25,38.4,,,,,443.15,2.45,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,砂质泥岩,2462,,,4.08,34.2,,,,,445.6,3.12,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,泥岩,2230,,,4.15,30.9,,,,,448.72,3.54,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,砂质泥岩,2500,,,8.5,31.6,,,,,452.26,2.62,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,细砂岩,2637,,,6.98,32.2,,,,,454.88,5.12,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,2#煤层,1350,,,4.26,40.8,,,,,460,1.9,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,砂质泥岩,2520,,,8.7,36.3,,,,,461.9,1.8,,,,,
切顶成巷条件下采空区覆岩破坏与裂隙发育特征,杜儿坪煤矿,山西,,炭质泥岩,2510,,,6.86,36.9,,,,,463.7,2.13,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,临汾市,粉砂岩,2680,5.6,4.2,5.1,29,1.4,,,,515,8,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,灰岩,2800,5.57,4.53,5.4,27,3.8,,,,523,9,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,9#煤,1400,2.08,0.54,1.2,20,0.64,,,,532,1,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,泥岩3,2600,2.91,1.5,2,32,2.1,,,,533,2,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,10#煤,1420,2.5,1.72,1.9,21,0.9,,,,535,3,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,粉砂岩,2680,5.6,4.2,5.1,29,1.4,,,,538,8,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,泥岩,2461,6.08,3.47,3,28,0.6,,,,546,4,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,11#煤,1423,2.5,1.72,2.4,28,1.1,,,,550,3.2,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,泥岩,2461,6.08,3.47,3,28,0.6,,,,553.2,4,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,粉砂岩,2680,5.6,4.2,5.1,29,1.4,,,,557.2,2.2,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,铝质泥岩,2981,2.17,1,2.4,25,0.9,,,,559.4,3,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,石英砂岩,2650,3.05,1.92,4.3,27,1.6,,,,562.4,2,,,,,
孤岛煤柱下底板岩体损伤过程与分区破坏特征分析,回坡底煤矿,山西,,粉砂岩,2680,5.6,4.2,5.1,29,1.4,,,,564.4,10,,,,,
高瓦斯煤层群保护层工作面留设煤柱合理宽度,保德煤矿,山西,保德县,煤层,1450,1,0.8,1,25,2,,,,440,,,,,,
高瓦斯煤层群保护层工作面留设煤柱合理宽度,保德煤矿,山西,,泥岩,2500,2,1.5,2,30,3,,,,440,,,,,,
高瓦斯煤层群保护层工作面留设煤柱合理宽度,保德煤矿,山西,,粗砂岩,2500,12,9,4.5,35,3.5,,,,440,,,,,,
高瓦斯煤层群保护层工作面留设煤柱合理宽度,保德煤矿,山西,,砂质泥岩,2600,4,3,3.5,31,5,,,,440,,,,,,
高瓦斯煤层群保护层工作面留设煤柱合理宽度,保德煤矿,山西,,细砂岩,2550,10,7.5,4,32,5.6,,,,440,,,,,,
三软煤层切顶成巷二次复用围岩应力及变形演化规律,中兴煤矿,山西,,中砂岩,2710,14.37,10.33,5.11,41.5,10.5,,,,350,,,,,,
三软煤层切顶成巷二次复用围岩应力及变形演化规律,中兴煤矿,山西,,细砂岩,2563,13.1,9.02,9.15,39.2,5.7,,,,350,,,,,,
三软煤层切顶成巷二次复用围岩应力及变形演化规律,中兴煤矿,山西,,砂质泥岩,2400,6.56,4.03,1.56,38.5,3.75,,,,350,,,,,,
三软煤层切顶成巷二次复用围岩应力及变形演化规律,中兴煤矿,山西,,煤,1380,5.77,2.36,1.35,32.5,2.55,,,,350,,,,,,
三软煤层切顶成巷二次复用围岩应力及变形演化规律,中兴煤矿,山西,,泥岩,2455,5.96,3.24,1.2,30.2,2.95,,,,350,,,,,,
三软煤层切顶成巷二次复用围岩应力及变形演化规律,中兴煤矿,山西,,砂质泥岩,2496,6.56,3.94,1.48,34.7,3.95,,,,350,,,,,,
断层影响下无煤柱自成巷围岩运动及矿压规律,下山峁煤矿,山西,吕梁市,中粒砂岩,2520,9.3,7.5,4.2,35,4.58,,,,200,,,,,,
断层影响下无煤柱自成巷围岩运动及矿压规律,下山峁煤矿,山西,,粉砂岩,2470,7.3,6.7,3.3,32,3.74,,,,200,,,,,,
断层影响下无煤柱自成巷围岩运动及矿压规律,下山峁煤矿,山西,,灰岩,2300,6.1,5.24,2.2,37,3.13,,,,200,,,,,,
断层影响下无煤柱自成巷围岩运动及矿压规律,下山峁煤矿,山西,,8#煤,1350,4.91,2.5,1.2,26,2.43,,,,200,,,,,,
断层影响下无煤柱自成巷围岩运动及矿压规律,下山峁煤矿,山西,,砂质泥岩,2240,5.89,3.32,1.4,31,2.9,,,,200,,,,,,
断层影响下无煤柱自成巷围岩运动及矿压规律,下山峁煤矿,山西,,泥岩,2600,6.73,3.43,1.6,32,3.1,,,,200,,,,,,
断层影响下无煤柱自成巷围岩运动及矿压规律,下山峁煤矿,山西,,9#煤,1350,4.91,2.5,1.2,26,2.43,,,,200,,,,,,
断层影响下无煤柱自成巷围岩运动及矿压规律,下山峁煤矿,山西,,细粒砂岩,2310,5.24,3.12,1.3,30,2.75,,,,200,,,,,,
基于采空区压实效应的工作面开采全过程模拟,朝阳煤矿,山东,滕州市,细粒砂岩,2600,5.56,4.17,2,35,2.5,,,,900,,,,,,
基于采空区压实效应的工作面开采全过程模拟,朝阳煤矿,山东,,粉砂岩,2700,2.68,1.84,2,32,2,,,,900,,,,,,
基于采空区压实效应的工作面开采全过程模拟,朝阳煤矿,山东,,粗粒砂岩,2760,2.8,2,2.3,34,2.3,,,,900,,,,,,
基于采空区压实效应的工作面开采全过程模拟,朝阳煤矿,山东,,中粒砂岩,2800,6,5,3,38,3,,,,900,,,,,,
基于采空区压实效应的工作面开采全过程模拟,朝阳煤矿,山东,,砾岩,2660,4.65,2.78,2,34,2.4,,,,900,,,,,,
基于采空区压实效应的工作面开采全过程模拟,朝阳煤矿,山东,,煤,1400,1.19,0.37,0.8,23,0.5,,,,900,,,,,,
基于采空区压实效应的工作面开采全过程模拟,朝阳煤矿,山东,,泥岩,2200,3.03,1.56,1.2,27,1,,,,900,,,,,,
推采陷落柱工作面支承压力状态演变规律研究,经坊煤矿,山西,长治市,细粒砂岩,2700,30.2,18.2,3.8,40,3.1,,,,307,,,,,,
推采陷落柱工作面支承压力状态演变规律研究,经坊煤矿,山西,,中粒砂岩,2300,27.5,15.7,3.9,24,2.4,,,,307,,,,,,
推采陷落柱工作面支承压力状态演变规律研究,经坊煤矿,山西,,粉砂岩,2600,42.2,32.4,4.6,36,4.2,,,,307,,,,,,
推采陷落柱工作面支承压力状态演变规律研究,经坊煤矿,山西,,煤层,1400,7,2,1.8,27,1.5,,,,307,,,,,,
推采陷落柱工作面支承压力状态演变规律研究,经坊煤矿,山西,,石灰岩,2600,30,20,3.6,35,3.2,,,,307,,,,,,
推采陷落柱工作面支承压力状态演变规律研究,经坊煤矿,山西,,砂质泥岩,2500,26,17,2.3,32,2.2,,,,307,,,,,,
大倾角厚层坚固顶板巷旁支护体合理宽度及让压尺度研究,柏林煤矿,四川,达州市,泥岩,2740,6,3.9,1.2,28,3,,,,600,,,,,,
大倾角厚层坚固顶板巷旁支护体合理宽度及让压尺度研究,柏林煤矿,四川,,27煤,1350,0.9,0.6,1,28,0.8,,,,600,,,,,,
大倾角厚层坚固顶板巷旁支护体合理宽度及让压尺度研究,柏林煤矿,四川,,炭质泥岩,2530,8.8,7.4,1.21,34,1.13,,,,600,,,,,,
大倾角厚层坚固顶板巷旁支护体合理宽度及让压尺度研究,柏林煤矿,四川,,砂质泥岩,2600,7.48,3.34,2.4,40,2.23,,,,600,,,,,,
大倾角厚层坚固顶板巷旁支护体合理宽度及让压尺度研究,柏林煤矿,四川,,26煤,1350,0.9,0.6,1,28,0.8,,,,600,,,,,,
大倾角厚层坚固顶板巷旁支护体合理宽度及让压尺度研究,柏林煤矿,四川,,粉砂岩,2600,9.1,6.5,3.3,36,3.9,,,,600,,,,,,
黄河流域陕北煤炭开采区厚砂岩对覆岩采动裂隙发育的影响及采煤保水建议,曹家滩煤矿,陕西,榆林市,风积沙,1720,,,0.05,36,0,,0.02,0.3,350,,,,,,
黄河流域陕北煤炭开采区厚砂岩对覆岩采动裂隙发育的影响及采煤保水建议,曹家滩煤矿,陕西,,黄土层,1830,,,0.3,35.1,0.1,,0.07,0.3,350,,,,,,
黄河流域陕北煤炭开采区厚砂岩对覆岩采动裂隙发育的影响及采煤保水建议,曹家滩煤矿,陕西,,红土层,1860,,,0.7,35,0.3,,0.1,0.31,350,,,,,,
黄河流域陕北煤炭开采区厚砂岩对覆岩采动裂隙发育的影响及采煤保水建议,曹家滩煤矿,陕西,,中砂岩,2630,,,3.3,33,1.32,,6.7,0.24,350,,,,,,
黄河流域陕北煤炭开采区厚砂岩对覆岩采动裂隙发育的影响及采煤保水建议,曹家滩煤矿,陕西,,粉砂岩,2700,,,2.8,36.5,1.2,,8,0.24,350,,,,,,
黄河流域陕北煤炭开采区厚砂岩对覆岩采动裂隙发育的影响及采煤保水建议,曹家滩煤矿,陕西,,细砂岩,2650,,,2.5,38.2,1.15,,7,0.23,350,,,,,,
黄河流域陕北煤炭开采区厚砂岩对覆岩采动裂隙发育的影响及采煤保水建议,曹家滩煤矿,陕西,,2-2煤,1360,,,0.9,33,0.4,,1,0.28,350,,,,,,
浅埋煤层过沟开采覆岩裂隙与地表裂缝演化规律数值模拟,安山井田,陕西,庙哈孤矿区,黄土,1702,,,0.17,,0.06,,,,50,,,,,,
浅埋煤层过沟开采覆岩裂隙与地表裂缝演化规律数值模拟,安山井田,陕西,,风化基岩,2200,,,12,,4,,,,50,,,,,,
浅埋煤层过沟开采覆岩裂隙与地表裂缝演化规律数值模拟,安山井田,陕西,,细粒砂岩,2780,,,17.1,,6.7,,,,50,,,,,,
浅埋煤层过沟开采覆岩裂隙与地表裂缝演化规律数值模拟,安山井田,陕西,,泥质粉砂岩,2760,,,15.9,,5.3,,,,50,,,,,,
浅埋煤层过沟开采覆岩裂隙与地表裂缝演化规律数值模拟,安山井田,陕西,,煤层,1420,,,7.8,,2.6,,,,50,,,,,,
浅埋煤层过沟开采覆岩裂隙与地表裂缝演化规律数值模拟,安山井田,陕西,,粉砂岩,2760,,,16.2,,5.4,,,,50,,,,,,
基本顶断裂形式对倾斜煤层沿空半煤岩巷围岩稳定性影响研究及工程应用,某矿,贵州,,粉砂岩,2550,12.15,8.3,9.2,35,,,,,300,,,,,,
基本顶断裂形式对倾斜煤层沿空半煤岩巷围岩稳定性影响研究及工程应用,某矿,贵州,,泥质粉砂岩,2370,11.9,7.8,8.6,33,,,,,300,,,,,,
基本顶断裂形式对倾斜煤层沿空半煤岩巷围岩稳定性影响研究及工程应用,某矿,贵州,,煤层,1395,0.75,0.23,0.21,13,,,,,300,,,,,,
基本顶断裂形式对倾斜煤层沿空半煤岩巷围岩稳定性影响研究及工程应用,某矿,贵州,,泥岩,2130,2.71,2.08,2,25,,,,,300,,,,,,
基本顶断裂形式对倾斜煤层沿空半煤岩巷围岩稳定性影响研究及工程应用,某矿,贵州,,细砂岩,2325,10.85,7,7.9,31,,,,,300,,,,,,
